clean_text,following,followers,totaltweets,followers,retweetcount,class_sent,Predicted_Class
تنو حساب دكتور انا اب جواب علم شرك فايزر قال جرعت بس انا اخذ جرعه ثانيه يوم هل كذا ماستفد تقل فاعل لقاح عن الل اخذ خلال يوم,1,0,15,0,0,0,1
تنو حساب تنو حساب ءذا ءصاب مثب رسم جرع تكف تصريح زار الصح ءذا مي مثب كلم ءو خذ جرعت عشان يصير وضع توكل محص ءنا مضطر ءءخذ جرعت عشان اصير محص رسم هي فكر الل سبق ءصاب عند مناع كاف ما يحتاج جرع الل هي لتقو مناع ءصل,1792,6235,39624,6235,0,0,1
تنو حساب غير صحيح استطيع تبرع بالدم يوم من جرع فكر كله تكون اكتمل عند اجسام مضاد,938,6,117,6,0,0,1
تنو حساب تنو حساب تنو حساب تنو حساب جرعه ثانيه ثلاث اسابيع,261,86,1659,86,0,0,1
تنو حساب انا ما طلب من وما اذكر سجل لما حطي موعد بس هنا قالتل جرعه ثانيه عطي رقم جوازج 🤔 تري كل واحد قالول شي مادر شالسالف,478,3822,61443,3822,0,1,1
تنو حساب يتغير تقديم موعد تءجيل ؟ فيه كلام سمع من ممك تنلغي جرعه ثانيه هل هذا صحيح يا دكتور,184,47,1980,47,0,0,1
تنو حساب تنو حساب تنو حساب يقول اشهر جرعه ثانيه,58,8,83,8,0,0,1
اخذ جرعه باق ثانيه,377,158743,187800,158743,0,0,0
تنو حساب ماشاء الله جعل عافيهوعقبال جرع بصح عاف,745,378,5715,378,0,0,1
والءء قبل دقاءق توكل علي الله ، ءخذ جرع من لقاح تطعيم كوفيد كور ، وه جرع ثان ، والءخير طبع ، شكر ساد زار الصح في قطر جود رابط,237,1574,46263,1574,4,0,0
تنو حساب تنو حساب الله يستر جرع يوم,248,1785,16274,1785,0,1,1
تنو حساب لا والل ابو وهو كبير بالسن شهر ردو علي و جرعت ثلاث شهور و كذل اخو من بدا قدم وتو يج موعد و جرع و ثلاث شهور اعتقد منطق و توفر جرع انا تون قدم بس خاطر اخلص قبل رمضان لان نفس اروح عمر الله كتب,327,1322,3865,1322,0,1,0
تنو حساب تنو حساب ايش نوع لقاح الل اخذت متي موعد جرع اوج معرف حجز,97,40,1618,40,0,0,1
الصح • مءشرا كور لا تزال متذبذب • ءعطاء ءكثر من ءلف جرع من لقاحا كور • نحث جميع علي تسجيل لءخذ لقاح فه سلاح ءقوي في مواجه جاءح • جرع من لقاح لابد ءن تكون من نفس نوع,355,1490,155338,1490,28,0,1
تنو حساب تنو حساب كل من سءل جواب واحد جرع وضع غير ناس يجي اقوي من اعراض ناس وهم اغلب ما يجي شي ابد,715,1294,10880,1294,0,0,0
تنو حساب تنو حساب نفس مشكله من جرع ثانيه يوم يوم دون ظهور حرف ولم تتواصل معهم يتم عمل لاغ لموضوع ولا يجي الرد منهم,19,4,4,4,0,0,1
تنو حساب تنو حساب اعتقد اغلب في جرع ها اعراض,248,1785,16274,1785,0,0,1
تنو حساب والل ماعرف منو نصدق شغل ام كلثوم اروح لمين لما اطوف ثلاث اسابيع ننطر جرعه ثانيه,2508,1504,17189,1504,0,1,1
تنو حساب تنو حساب انا زيك ءخذ قبل ءسبوع جرعه ءولي بس ءلم في عضل اليد والحمدلل باق جرعه ثانيه,527,211,1209,211,0,0,1
وصل استفسارا كثير من ءعزاء في مملك عرب سعود 🇸🇦 بءن ءعطاء مواعيد لتلق جرع من تطعيم ءوكسفورد 💉 في شهر مايو عدءسبوع 👍 نعم هذا ءجراء صحيح و موصي لتحقيق ءفضل فاعل مناع من تطعيم 👇 ءتمني ءنكم و من تحبون خير وصح سلام يارب 🌷 جود رابط جود رابط,387,79,8686,79,17,0,1
تنو حساب عرض سار ليم تاخذ جرع ثانيه 👍🏻,865,12232,60290,12232,0,1,1
تنو حساب شوف تبي مبدء ولا تبي وقا ولا تبي اسو نفس ؟؟ اذا مبدء فا ماف تطعيم انوجد من صار دنيا خلال شهر واذ وقا ماراح يوق من شي لان عاد تحوش كور جرعه ثانيه 🚶🏻‍♂️,373,600,23164,600,0,1,1
تنو حساب تنو حساب هه عرض سار اخذ جرعه ثانيه من تطعيم اكسفورد,865,12232,60290,12232,0,1,1
تنو حساب تنو حساب تنو حساب هه عرض سار ليم تاخذ جرعه ثانيه باذ الله لاتحات 😂,865,12232,60290,12232,0,1,1
تنو حساب شاء الله تكتب اخذ جرعه ثانيه دون رءيس نصر,153,29,1703,29,0,1,1
تنو حساب خذت طال عمرتس باذ الله باق اسبوع علي جرعه ثانيه والل ماكن باخذ بس مضطر سفر,84,357,7379,357,0,1,1
تنو حساب 😩😩 الله يستر من جرع,248,1785,16274,1785,0,1,1
احتمال كبير لاصاب نساء سرط الثد ءخد لقاح كور وفق ءرشاد جديد يجب علي نساء ءجراء تصوير الثد ءشع سين قبل جرع لقاح ءولي ءو انتظار ءسابيع جرع من لقاح مقاطع منتج فرنسيه جود رابط,1230,3154,8936,3154,1,1,1
ام الله يحفظ تاخذ كورتيز فانتل جميع ادو حساسيه والرب ولل حمد ماخذ لقاح فايزر ماحاش اعراض جانب مقبل علي جرعه ثانيه جود رابط,908,821,11673,821,0,0,1
تنو حساب ناطر جرعه ثانيه انا وان اقعد اشرب ما لقاح,1512,628,5119,628,0,1,0
تنو حساب انا مب طيب ولك من تجربت من جرع ثانيه عليج راح و ندول عند ضرور وان شاء الله اجر عاف,696,47287,292678,47287,1,0,1
تنو حساب تنو حساب انا سءل الاخ ءل عطا جرعه قال شهر مايو جرعه ثانيه يعن ثلاث اشهر,187,323,12907,323,0,0,1
تنو حساب جرع 💉💉,578,2254,83873,2254,0,0,1
تنو حساب هل استطيع اخذ جرعه ثانيه من مكان مختلف ظروف سفر يعن اخذ جرعه في دمام هل استطيع اخذ جرعه ثانيه في رياض ؟,178,4,767,4,0,0,1
تنو حساب انا في بدا اختر تطعيم يكون في مكة بعد ما اختر موعد جرع جات رسال تءكيد موعد والجرع شهور … غيت طلب حول علي مطار قديم صار بين يوم,679,1422,24678,1422,0,0,1
تنو حساب انا مضي فوق ست اشهر من انصب اورد موعد جرع شهرين واعتقد مراح يعط جواز الصح اخذ جرع,240,242,5190,242,0,0,1
تنو حساب ءنا ءخذ لقاح جرعت ول ثلاث ءسابيع جرع ثانيه من ءفضل مايك ولل حمد مقتنع في قرارا مسءل ولا ءمر ماراح يرضون لنا طيب وفق الله نقول مشكك فاللقاح كم اندفع لكم تشوه سمع مملك تضرب شعب مع حكوم عيب والل ✋,317,503,12342,503,1,0,0
انتهي من جرع ءولي من لقاح كوفيد معانا تطبيق انا سيء حين الل انصاب قبل كور هل يءخذ جرع ؟ انا انصب من قبل وعط موعد جرع,240,242,5190,242,0,1,0
ريطانياتلقيح ملي والمض في جرع جود رابط جود رابط,0,846,47897,846,0,0,1
تنو حساب اخذ جرعه هل عند جرعه ثانيه يحق لي اختيار خدم تطعيم داخل سياره ؟,12,4,6,4,0,0,1
تنو حساب تنو حساب ابو تكلم قال كان مصاب تطعم ولد بلام قال كان معا تهاب بلاعيم ومع هذا تطعم اهمال مركز عطا مو لابس قفازا والبلام مو لابس كمام مفعول لقاح اسبوع من جرعه ثانيه وا لقاح كان اطفال كان يهم صخن مايتطعم نهاء استخير والل يخير افضل,158,29,878,29,0,1,0
تنو حساب انشالل علي جرع 🙏 شد همت,4935,486,46321,486,1,0,1
تنو حساب الله يعاف ءمور طيب طعم بس تطعيم احتاط لاتنفلت لازم جرعه ثانيه ءسابيع,360,675,32511,675,1,0,1
تنو حساب تنو حساب الله ينفع يارب يجعل سبب مبار 💕 عقبال جرعه ثانيه وانت بصح سلام يارب 🙏,420,1872,7497,1872,0,0,1
تنو حساب انا اخذ ندول كل ست ساعا حبتين ندول فعل جرعه ثانيه متعب جسم,696,47287,292678,47287,1,1,0
تنو حساب عاجل اسراءيل تعط نظام شار جرع من لقاح 😂😂,449,908,14553,908,2,1,1
تبدء مرحل من رنامج لقاحا كور تاريخ راير م توسع في ءولويا ءعطاء جرع ءولي توسع في مناطق مملك زياد مواعيد يوم ندعو جميع ءلي تسجيل في تطبيق صحت لءخذ لقاح من خلال رابط تال جود رابط,121,1000,14159,1000,584,0,1
تنو حساب دكتور فاضل ،، اسبوع قادم باذ الله موعد لقاح ،، سءال لماذ موعد لقاح جرعه ثانيه ثلاث اشهر من 😣😣,185,23,400,23,0,0,1
تنو حساب هذا جرع ءولي قرا نص قرءء جرع يختم قرءء 😂,74,279,11916,279,0,1,1
صديق بارح ءخذ جرع طريق بيت كان يبغي يسو حادث لءن ماعاد يشوف ءتصل مركز تطعيم يسءل عن وضع وعن جود دكتور مركز قالو له ارجع لءن نسي نظار 😎🤓,1591,1278,34225,1278,13,0,1
تنو حساب نصر مردغ وعط جرعه ءخذ مناع كامل فتح نتيج جرعت,437,226,1622,226,0,1,1
تنو حساب بلغ يا دكتور عن شخصي ولل حمد ءخذ جرع من لقاح فايزر يوم يناير حتي يوم ءمور ولل حمد بصح عاف اعقل توكل علي الله فعن عباد صامت ءنه قال لاب يا بن ءنك لن تجد طعم ءيم تعلم ءن ما ءصاب لم يكن ليخطء ، وما ءخطء لم يكن ليصيب,769,1071,13492,1071,0,0,1
حمدالله اخذ جرع ءولي باق 😘🇸🇦😘🇸🇦 محمد سلمان زار الصح فايزر,521,44,956,44,0,0,1
تنو حساب تنو حساب تنو حساب تنو حساب الله يعي علي جرعه ثانيه اتحمل كل شي صداع 💔💔😭,126,87,2760,87,0,1,1
تنو حساب تطعيم جرع لان من جرع ءولي فحص متلق قاح ماعرف يتم اخذ قياس حيو من سيار,1960,573,17319,573,0,0,1
تنو حساب ممتاز ، يخلط مع جرع,815,1807,11281,1807,0,0,1
تنو حساب تنو حساب تنو حساب تنو حساب تعب يكون جرعه ثانيه سيط واحي مايك في تعب حتي لو فيه وقو ترا طبيع والاعراض تختلف من شخص ثان دوخ والم مكان ابره ومم تطريش الله يكرم يعن لاتوسوس 👍🏼,19,115,27506,115,0,0,1
تنو حساب حمدلله اخذ لقاح فايزر اعراض كان سيط جدا حبه ندول وانته بعد ثلاث اسابيع من اخذ جرعه ثانيه عمل تحليل اجسام مضاد لفايروس كور مختبر برج كان نتيجه حمدلله ايجاب نصيحت اخذ لقاح واتبع اجراء احتراز امان لك ولم حول بءذ الله,287,202,1275,202,0,0,0
تنو حساب فيه عاف شاء الله صبح اخذ جرع,523,4006,213780,4006,0,0,1
دار بيضاء مهن الصح قطاع خاص يتلق جرع من لقاح جود رابط,280,158,14672,158,0,0,1
تنو حساب ءي جرع جرع ءولي ام ثان ؟,1313,197,5474,197,0,0,1
تنو حساب تنو حساب عقبال جرع والصح دايم,1492,8735,107886,8735,0,0,1
تنو حساب دكتور لو واحد صاد فايروس جرع هل ياخذ جرع ينتظر لما يتشافي ؟,214,168,7,168,0,0,1
ءتمني ءن يصدق في كلام في ءن مناع تكون كامل اسبوع من تلق جرع ولا يختلق اعذار بعد ءذا زاد الوف وامتلء مستشف مرضي ءن غدا لناظر قريب جود رابط,1434,968,10671,968,0,1,1
تنو حساب تصحيح جرع,284,193,5177,193,0,0,1
تنو حساب اخذ لقاح ، كذل والد ، والدت ، زوج ، اخوت ماف عافيه تعب مدت يوم واحد جرع هذا كل ماف ءمر,2041,95744,16755,95744,0,0,0
مع ءعاد جدول من حصل علي جرع من تطعيم كرونا يتكرر سءال متي يمك تءجيل جرع جود رابط,531,152,16513,152,51,0,1
تنو حساب اخذ جرع اين ابو سفيان لقد فر لاد العم سام يتسني له تطعيم اين ابو لهب هو اخر فر يا سيدي احضر خيول وهي نذهب ماكدونالذ يقول تطعيم متوفر هنا 😂😂 جود رابط,207,469,15127,469,0,1,1
تنو حساب نفس تركيبه يقول فرق مودير تاخذ جرعه ثانيه عقب يوم فايزر جرعه ثانيه عقب يوم,243,76,854,76,0,0,1
تنو حساب تنو حساب ءفراد ءخذ من ءهل ، قال لهم ثلاث ءسابيع ، و ثالث في شوال ، كلهم اخذ قريب خلال ءيام ، لكن فرق جرع ثانيه عن ءولي بين كبير ، ليش ؟ ماندر,119,129,6081,129,0,1,1
شلون جرعت واح ءكسفورد جرع شهور مشكور مقدم جود رابط,2232,3144,117947,3144,0,0,1
تنو حساب شف الل حول من الل ءخذو لقاح واسءل عن موعد جرعه ثانيه وف ءي مركز لقاحا ءذا ءقل من شهر فهذ فايزر الل تبي ووق حجز موعد تطعيم ءختر نفس مركز ءذا موعد جرعه ثانيه ءكثر من شهرين فهذ استرازينيك,1015,439,23643,439,0,0,1
قال بدر رواح عضو ريق عمل مختص توفير لقاح مضاد لفيروس كور ءن في منتصف هذا شهر يتوقع ءن تصل جرع من لقاح فايزربيونت سلطن ، نطمء جميع بءن دراس تشير ءمكان ءخذ جرع من هذا لقاح ءلي ءسابيع من جرع ءولي جود رابط,1366,903,2897,903,8,0,1
تنو حساب سلام علي والد والوالد اخذ جرعه و تحديد جرعه ثانيه شهرين نصف والفتر طويل جدا ارجو منكم تقديم موعد جرعه ثانيه شكر,73,13,671,13,0,0,1
تنو حساب تنو حساب تنو حساب لا لقاح في مستشفي ابوعريش هو اكسفورد استرازينيك جرع تءخذ شهور,44,6,150,6,0,0,1
تنو حساب تنو حساب ءخذ جرع ثانيه والءمور طيب الله لك حمد,69,63,2095,63,0,0,1
تنو حساب نصح ولد ءروح ءسو مسح قبل ءيام من موعد جرع ثانيةءنسو الل علي والباق علي لهوالله مستع,28,586,1324,586,0,1,1
تنو حساب تنو حساب تنو حساب ايش نوع لقاح كان متي حددول موعد جرع,97,40,1618,40,0,0,1
تنو حساب تنو حساب منش انا خاطب رتب لي حجز جرع,100,46,4021,46,0,0,1
تنو حساب تنو حساب تنو حساب طيب ورا عبدالل يقول انصاب ابو من جرعه قبل ثانيه سوس صراح 😔,19,41,520,41,0,1,1
تنو حساب ايش نوع لقاح متي موعد جرع شكر,97,40,1618,40,0,0,1
تنو حساب ايش نوع لقاح تكرم متي موعد جرع ثان ؟,97,40,1618,40,0,0,1
لقاح ليس مصاب لءن يقتل ولا لكبار السن لءن مات فهم كبار سن ولك ءصحاء ولك ممك يصاب مجدد مرض ممك جرعه و ممك ثانيه لقاح عال جدا جدا و مهم و جميل جود رابط,179,311,6232,311,5,1,1
تنو حساب تنو حساب في تطبيق يحدد لك وقت جرع تاريخ 👍🏻,142,60,967,60,0,0,1
تنو حساب يمك بس جرع ءشهر فهو مش فايزر استرازينيك,198,14,995,14,0,0,1
الل كان يسو هالحركا طيب خذت جرعه ثانيه 🤔 جود رابط,2158,6524,15137,6524,1,0,1
اتمم ال جرع لقاح اكسفورد وانا في شهر الل طاف اجري عمل كي للرء كان ولل حمد ناجح ولم يحدث مع اعراض طفيف من لقاح غدا والدت تاخذ جرع من فايزر مرور يوم وضع الصح جيد ولل حمد استعجل باخذ لقاح لكم ولم تحبون لاتفقد,1071,323,3986,323,8,0,1
هيء الصح في دب توضح ءجراء واجب اتباع في حال تصادف موعد ءخذ جرع من لقاح كور مع فتر حجر الصح مخالط لحال ءيجاب جود رابط,1795,1222,126486,1222,2,0,1
تنو حساب سلام علي متي يتغير كود اخذ جرعه ثانيه للان ماتغير له وقت معين ؟,442,244,7055,244,0,0,1
تنو حساب تنو حساب لا تنجرف ورا اعلام ابو اخذ جرع وانصاب قبل لا ياخذ والحمدلل تعافي واخذ جرع وف افضل صحة,292,42,1280,42,0,1,0
تنو حساب ملك فهد فايزر من جرع تعرف هل هو ءمريك بريطان ءمريك جرعه اسابيع بريطان شهور,289,148,3092,148,0,0,1
تنو حساب تنو حساب باق جرعه ثانيه,890,273,6734,273,0,0,1
تنو حساب دكتور الل خذ جرع ءولي متي,1615,2103,86838,2103,0,0,1
💉😷 شوفو لبي عدد من مواطن نداء تلق جرع من لقاح ءسترازينيك جود رابط,5,43231,40431,43231,0,0,1
يحتو بحث علي نتيج راءع وه انخفاض نسب حصول مرض اعراض نسب من جرع وهذ خطو نتيج مهم جدا نحو عود حيا طبيع جود رابط,1281,630,34743,630,4,0,1
تنو حساب مش مشكل جرع,130,15,351,15,0,0,1
اخذ جرع اول لتطعيم كور كوفيد وان شاء الله ثلاث اشهر موعد حرع شاء الله في مركز صح ابو شجر محافظ املج بالل توفيق تبو ءملج صيف سعود جود رابط,236,2435,237860,2435,8,0,1
تنو حساب قدام عاف متي موعد جرع شهرين اقل,358,8,873,8,0,0,1
تنو حساب متي جرع ؟,4859,1608,15613,1608,0,0,1
تنو حساب تلقي رسال من مركز الصح تفيد تءخير ءعطاء جرع قاح استر زانيك ليصبح فارق جرعت شهرين عشر ءيام بدل شهر واحد يبد ءن زار الصح ءصبح تعمل بالرء علم يوص تباعد جرعت حصول علي مستوي مناع ءكبر,862,850,37952,850,1,0,1
تنو حساب ماف اعراض يابو مريم جرع سخون سيط والم مكان ابر تروح حبتين ندول والغالب ماج اعراض هذ جرع خمول سيط جدا,235,9,1820,9,0,0,1
تنو حساب تنو حساب تنو حساب تنو حساب زوجت خذت جرعه قدم علي جرعه في صحه لكن نظام صحت مكتبوب تجاوز فتره سموحه جرعه ثانيه توصل اتصل مع صحه قدم لاغ لنااكثر من اسبوع مارد علي اتصل قبل شو باق وش الحل رقم بلاغ ارج اهتمام في موضوع,207,17,270,17,0,1,1
تنو حساب ليش طفش من هنا ؟ ينتظر جرعه ثانيه لازم ياخذ,454,1277,26369,1277,0,1,0
تنو حساب زوجت خذت جرعه قدم علي جرعه في صحه لكن نظام صحت مكتبوب تجاوز فتره سموحه جرعه ثانيه توصل اتصل مع صحه قدم لاغ لنااكثر من اسبوع مارد علي اتصل قبل شو باق وش الحل رقم بلاغ ارج اهتمام في موضوع,207,17,270,17,0,1,1
رحل قبل حصول علي جرع من لقاح مما يوفر ثمن جرع لقاح من اموال لبنان رغم من خسار جرع فرزل في ذمة الله,504,249,9276,249,0,1,1
تنو حساب شكر دكتور نخذ جرعه ثانيه والحافظ الله نتوكل علي رحم لاهن يالغال,112,18,473,18,0,0,1
الصح جرع من لقاح يجب ءن تكون من نفس نوع ءخبار عاجل,107,286,30003,286,4,0,1
تنو حساب تنو حساب خل سءال من ورا تريل اسءل عن موعد جرعه ثانيه تعرف نوع,511,43,1949,43,0,0,1
تنو حساب تنو حساب لهم امين يحفظ لكك اهل والحمدلل تعدل تطبيق و انصاب قبل ف م يحتاج جرع ثانيه فقط والل ينفع ❤️❤️,33,273,22519,273,0,0,1
تنو حساب تنو حساب تنو حساب شكر دكتور علي هذه بادر لكن فيه تحيز ذين ءخذ لقاح فايزر لءن كل ءلل ءخذ لقاح ءسترازينك تءجيل جرع ءلي ءسبوع يعن يبدء ءخذ جرع تاريخ مايو,244,619,22258,619,0,1,1
تنو حساب حمد لله ءخذ قبل ساع جرع ءولي من لقاح استرازينيك و ءوضاع مستقر و جرع شهور ءشكر سيد تنو حساب و ءشكر زار الصح علي حسن تنظيم و ترتيب مصاب بكر ياخذ لقاح شفاء بست شهور و الله يحم من كل مكر,426,260,8887,260,0,0,1
تنو حساب دكتور شنو اعراب جرع من تطعيم,110,292,10599,292,0,0,1
تنو حساب مواطن اخذ جرعه ولم استلم مسج موعد جرعه ثانيه مع من يتواصل ؟؟,215,3610,48902,3610,0,0,1
تنو حساب دكتور طعم اكسفورد متي تكون جرعه ثانيه,729,272,13324,272,0,0,1
متحدث الصح ءبحاث علم لم تصل ءلي ءمكان تءكيد ءعطاء جرع ثان من لقاح كور مختلف عن نوع لقاح في جرع ءولي لهذ جرع من لقاح لابد ءن تكون من نفس نوع ءولي جود رابط,2,249,4785,249,0,0,1
صحة دب توضح كيف حصول علي جرع من لقاح كور في حال كان متلق مخالط لحال ءيجاب يدا نتعافي تنو حساب صحيف خليج خليج خمسون جود رابط,52,549061,272142,549061,0,0,0
جرع جاب مفعول,857,10983,131813,10983,0,0,1
تنو حساب نعم يا بو راشد خدم شغال فضل الله اخذ لقاح جرع من مركز تطعيم من مركب في لوسيل,858,17568,513689,17568,1,0,1
متحدث الصح ءبحاث علم لم تصل ءلي ءمكان تءكيد ءعطاء جرع ثان من لقاح كور مختلف عن نوع لقاح في جرع ءولي لهذ جرع من لقاح لابد ءن تكون من نفس نوع ءولي جود رابط,11,144081,127986,144081,0,0,1
تنو حساب تنو حساب الله يرحم يغفر له يارب جال كرو جرعه ثانيه ؟؟,368,50,1622,50,0,1,1
تنو حساب مساء مطر وعط رب 🌹✋🏻،😂😂، وصل مرحل ماه طيب مع جرع ثانيه,152,79,2554,79,0,1,1
تنو حساب تنو حساب خذ لقاح صين مب من غرب امارات شراك مع شرك صين انا مجرب وانا مصاب سابق ولل حمد تحسن صحت جرع شهرين راح اعراض قعد مع شهور,29,7,312,7,0,0,0
جرع تعب شو زوج يوم يمك كان يده توجع مكان تطعيم وظل مصدع شو و حقيق ما ادر هالتعب من جرع لان ما شرب قهو 😛 صاحب بعد مصر مءامر وما مقتنع تطعيم,214,182,1906,182,0,0,1
ظل وضع تمام حمدلله والجرع تحدد له يوم من جرع تحدد له ورح معا ظهر شذذ زحم عاالم كل هذول يطعم 🙁 مشكل فين ولا يهم بعد مخ مقتنع مءامر 🙃,214,182,1906,182,0,1,1
جرع لمين من بعد فرزل في ذمه الله,1621,3021,8342,3021,1,1,1
حمد لله ءخذ لقاح فايروس كور ، بعد ءيام سءخذ جرع من لقاح ، ءدع جميع مسارع لءقرب مءسس صح لءخذ تحص ، ف تحص وقا ءخذ تطعيم واجب وطن عمان عمان تواج كور تنو حساب تنو حساب تنو حساب تنو حساب تنو حساب جود رابط,819,1599,1326,1599,5,0,1
تنو حساب تنو حساب مو منك من لقاح 🤦🏻‍♀️ قبل لقاح وش زين بعد لقاح تطلب ءيجارهذا وهو جرع ءولي مدر جرع وش صير 🥺 ءعط خبر قبل تروح علشان استعد لءسوء احتمال 😅,717,858,13339,858,0,1,1
تنو حساب اعراض عاد تختف فايزر جرعه ثانيه اصعب قليل ولك اعراض تختلف من شخص لشخص,91,4,759,4,0,1,0
تنو حساب من ءخذ جرع ءولي تتكون اسابيع عند مناع نسب تتراوح من ءلي ٪ ءشخاص بعد جرع تتكون اسابيع مناع تصل ءلي ٪ نوع لقاح فسيولوج كل شخص لذا لابد من استمرار تقيد تعليما كور يجب ءن نفهم ءن كل شخص له استجاب مناع مختلف,2,815,29682,815,0,0,1
تنو حساب سلام علي لماذ المد جرعه والث شهرين واسبوع حسب علم سابق يوم فقط واليوم ءبلاغ بان جرعه ثانيه شهرين واسبوع,666,175,4537,175,0,0,1
تنو حساب ملك محمد سادس ملك همام عظيم ، يتلقي جرع من لقاح كور في 🇲🇦🇲🇦🇲🇦🇲🇦😛😛 فاس جود رابط,132,165,84,165,0,0,1
تنو حساب تنو حساب نعم اكسفورد اكتشف دراس اخيره كل ما تتءخر جرع ترتفع عال لقاح,211,649,19114,649,0,0,1
تطعز ناطر جرعه ثانيه,156,18,27328,18,0,0,0
تنو حساب سلام نعم 👍 فايزر جرع تءجيل واخذ اسبوع,3244,24600,487401,24600,0,0,1
تنو حساب تنو حساب جونس نسب اكسفورد افضل منه بعد جرعه ثانيه توصل نسب,3,1,51,1,0,0,1
تنو حساب عكس اهل الله يحفظ ماخذ ماف نفاض عرض والد فقط جرعه ثانيه خمول خفيف نقول الله ينفع قدامم عافيه ابورعد ❤️,805,1048,54482,1048,0,0,0
تنو حساب يقال ءعراض تءت مع جرعه ثان ، ءولي لاتتعدي وخز ءبره فقط ولك جرعه لها ءءثار مقاوم ءجسام تكون من جرعه ءولي ثانيه ، ءنقل كلام متداول يبقي فصل في ءمر لءهل علم كون عيد عن هذا مجال ولس متخصص ءن متردد مثل سعاد دكتور عمر,6565,6022,19843,6022,0,0,1
تنو حساب جرع في شوال هل يعقل هذا,199,12,918,12,0,1,1
تنو حساب متي جرعه ثانيه,605,143,18763,143,0,0,1
جود رابط يان مخاطر لقاح فايزر تضمن تجرب فتر مراقب متوسط تبلغ شهرين تمت متابع ٪ من ءشخاص لمد شهرين تقريب جرع لا يمك تقييم فعال مستمر علي مدي فتر تزيد عن شهرين,496,305,9921,305,19,0,0
تنو حساب حمدلله حبيبت الله يعط عاف ينفع 👍🏼 انا بكر شاءالل ظهر غير موعد معارض ضبط بعد يوم جرعه والل خيرءء حافظ 🤲🏼,582,2170,11714,2170,0,0,1
فكر من جديد 🤔✋ تكرون ت توف ت في راير ءصيب سكت دماغ تلق جرع من هراء لكاح 💉💉 كون بضع ءيام تكرون جود رابط,142,15,1588,15,12,0,1
تنو حساب قدام عافيه بعد كم يوم اخذ جرعه بءذ الله نعم شكر طنا غال,155,182,2753,182,0,0,1
تنو حساب تنو حساب صحة عاف تمس كمام والءحترازا ءنت ءءن في اضعف وضع من مناع تءخذ جرع,1021,67898,108343,67898,0,0,1
تنو حساب تنو حساب ما شاء الله يابو ترك والل ينفع غربب انا من اخذ جرع قبل اسبوع علي طول تغير وضع الصح محص تطبيق توكل,302,467,26844,467,0,0,1
تنو حساب وراشد افتح كتجرب بكر يفتح كامل بس فاتح جرع تاخذ كرت تروح لهم,1647,59470,97794,59470,1,0,1
تنو حساب تنو حساب عفو عالمداخل سوول مسح اضم وان شاءالل ماف عافيه لان حرام يروح علي موعد بس ضرور تطعيم اسبوع تحرص علي نفس وما تخالط ناس تلتزم لين جرعه ثانيه عشان يوصل تطعيم كفاءه مطلوبه,940,1635,9322,1635,0,0,1
تنو حساب 😳 وش لا والل كل شي عاد حمدلله صداع وسط جرع والم سيط مكان ابر جرع,215,31,5571,31,0,0,1
لا تهوجس ولا شي خذي توكل علي الله انا حمدلله خلص جرع اسبوع وكل شي فضل الله تمام جود رابط,215,31,5571,31,0,0,0
سوي صبح جرع الله لا يور ءلمها تعور حييلل مره مو قادر احر يد منه جود رابط,285,84,7605,84,0,1,1
رءيس جامع حدود شمال ء د محمد يحيي شهر ، تلق جرع قاح كوفيد يتقدم شكر لله سبحان يدع الله ءن يحفظ لنا قياد ووط وءم تنو حساب جود رابط,78,8335,46640,8335,0,0,1
الصح جرع من لقاح يجب ءن تكون من نفس نوع عاجل,2050,2877,26775,2877,1,0,1
تنو حساب دكتور مساء خير انا اصب شهر في كورونا والحمدالل اخذ جرعه اول نص راير موعد ع جرعه ثانيه نص شهر الجا هل تنصح اخذ ثانيه اوقف مع علم ان شرح ممرضه عطت جرعه حاش كار يرج افاده شكر طال عمر,112,18,473,18,0,0,1
معال رءيس جامع ء د محمد يحيي شهر ، تلق جرع قاح كوفيد جود رابط,1455,424,5615,424,1,0,1
تنو حساب دكتور صفوق هل ينفع واحد ياخذ جرع من لقاح والجرع من لقاح ثان,2932,3374,8751,3374,0,0,1
ذكر مااخذ جرعه ثانيه بقي امو من حراره والصداع قال جرع ثان قال هها,1118,637,4610,637,0,1,0
تنو حساب تنو حساب تنو حساب تواصل مع والموظف قال لازم تاخذ جرع قال جاهم تعميم لازم جرعت وانا اخذ لقاح مازال جرع تظهر لي حساب وزار ماعند سالف خبر سحب ناس علشان يلقح ننتظر من وزير تدخل لتوضيح امور تنو حساب,81,71,3259,71,0,0,1
تنو حساب لهم لك حمد والشكر علي ما ءنعم علي انا كنت زعلان موعد لقاح مقر معارض رياض وكن ابغي درعيه اقرب لبيت لكن يوم سمع سالف راع كند ☺️ جرعه ثانيه روح مش 🚶🏼‍♂️ الله يعز مملكه 🇸🇦,261,177,3761,177,0,1,1
تنو حساب مقيم يريد مغادر مملكه قبل اتمام جرعه ثانيه هل هذا يعارض مغادر,1051,58,290,58,0,0,1
تنو حساب متي موعد جرعه ؟؟,185,160,18127,160,0,0,1
تنو حساب ع شو صرف هالدول طزز ؟ قول سرق قول نهب قلل حاج حاج قول 🎤🎶🎼 شو قرط جرع ؟؟ تبقي طمنا روو,4483,11564,153639,11564,0,1,1
